Team,POS,Name,TEAM,Round,Pick,ADP,Value,Draft Start,Cumulative Val
1,W/T,Jamar Chase,CIN,1,1,1.1,-0.1,4/13/2022,5.4
1,RB,Breece Hall,,2,8,8.2,-0.2,4/13/2022,5.4
1,QB,Justin Fields,CHI,3,9,7.2,1.8,4/13/2022,5.4
1,QB,Mac Jones,NE,4,16,14.3,1.7,4/13/2022,5.4
1,RB,Elijah Mitchell,SF,5,17,17.5,-0.5,4/13/2022,5.4
1,W/T,Rashod Bateman,BAL,6,24,25.2,-1.2,4/13/2022,5.4
1,W/T,Chris Olave,,7,25,26.8,-1.8,4/13/2022,5.4
1,RB,Rhamondre Stevenson,NE,8,32,27.2,4.8,4/13/2022,5.4
1,W/T,Jahan Dotson,,9,33,36.1,-3.1,4/13/2022,5.4
1,W/T,Joshua Palmer,LAC,10,40,41.2,-1.2,4/13/2022,5.4
1,RB,Rachaad White,,11,41,36.3,4.7,4/13/2022,5.4
1,W/T,Calvin Austin,,12,48,47.5,0.5,4/13/2022,5.4
2,RB,Najee Harris,PIT,1,3,3,0,4/13/2022,-12.6
2,QB,Trevor Lawrence,JAX,2,6,5.9,0.1,4/13/2022,-12.6
2,RB,Travis Etienne,JAX,3,11,11.8,-0.8,4/13/2022,-12.6
2,QB,Zach Wilson,NYJ,4,14,11.5,2.5,4/13/2022,-12.6
2,RB,Elijah Mitchell,SF,5,22,17.5,4.5,4/13/2022,-12.6
2,W/T,Treylon Burks,,6,19,22.1,-3.1,4/13/2022,-12.6
2,W/T,Jameson Williams,,7,27,28.6,-1.6,4/13/2022,-12.6
2,W/T,George Pickens,,8,30,31.5,-1.5,4/13/2022,-12.6
2,W/T,Joshua Palmer,LAC,9,35,41.2,-6.2,4/13/2022,-12.6
2,W/T,Amari Rodgers,GB,10,38,44.3,-6.3,4/13/2022,-12.6
2,W/T,Dyami Brown,WAS,11,43,47.7,-4.7,4/13/2022,-12.6
2,W/T,Anthony Schwartz,CLE,12,46,41.5,4.5,4/13/2022,-12.6
3,W/T,Jamar Chase,CIN,1,1,1.1,-0.1,4/13/2022,-15.8
3,RB,Breece Hall,,2,8,8.2,-0.2,4/13/2022,-15.8
3,QB,Zach Wilson,NYJ,3,9,11.5,-2.5,4/13/2022,-15.8
3,QB,Mac Jones,NE,4,16,14.3,1.7,4/13/2022,-15.8
3,RB,Elijah Mitchell,SF,5,17,17.5,-0.5,4/13/2022,-15.8
3,W/T,Rondale Moore,AZ,6,24,23.7,0.3,4/13/2022,-15.8
3,W/T,Chris Olave,,7,25,26.8,-1.8,4/13/2022,-15.8
3,W/T,Jahan Dotson,,8,32,36.1,-4.1,4/13/2022,-15.8
3,W/T,Nico Collins,HOU,9,33,36.5,-3.5,4/13/2022,-15.8
3,W/T,Joshua Palmer,LAC,10,40,41.2,-1.2,4/13/2022,-15.8
3,RB,Trey Sermon,SF,11,41,45.9,-4.9,4/13/2022,-15.8
3,RB,James Cook,,12,48,47,1,4/13/2022,-15.8
4,RB,Najee Harris,PIT,1,3,3,0,4/13/2022,1.6
4,QB,Trey Lance,SF,2,6,4.4,1.6,4/13/2022,1.6
4,QB,Zach Wilson,NYJ,3,11,11.5,-0.5,4/13/2022,1.6
4,W/T,Elijah Moore,NYJ,4,14,12.6,1.4,4/13/2022,1.6
4,RB,Elijah Mitchell,SF,5,19,17.5,1.5,4/13/2022,1.6
4,W/T,Treylon Burks,,6,22,22.1,-0.1,4/13/2022,1.6
4,RB,Michael Carter,NYJ,7,27,20.4,6.6,4/13/2022,1.6
4,W/T,George Pickens,,8,30,31.5,-1.5,4/13/2022,1.6
4,W/T,Nico Collins,HOU,9,35,36.5,-1.5,4/13/2022,1.6
4,W/T,Joshua Palmer,LAC,10,38,41.2,-3.2,4/13/2022,1.6
4,W/T,David Bell,,11,43,44,-1,4/13/2022,1.6
4,W/T,Dyami Brown,WAS,12,46,47.7,-1.7,4/13/2022,1.6
5,RB,Javonte Williams,DEN,1,2,2.5,-0.5,4/13/2022,1.9
5,W/T,Jaylen Waddle,MIA,2,7,5.8,1.2,4/13/2022,1.9
5,QB,Zach Wilson,NYJ,3,10,11.5,-1.5,4/13/2022,1.9
5,QB,Mac Jones,NE,4,15,14.3,0.7,4/13/2022,1.9
5,W/T,Garrett Wilson,,5,18,17.9,0.1,4/13/2022,1.9
5,W/T,Rondale Moore,AZ,6,23,23.7,-0.7,4/13/2022,1.9
5,W/T,Chris Olave,,7,26,26.8,-0.8,4/13/2022,1.9
5,W/T,Nico Collins,HOU,8,31,36.5,-5.5,4/13/2022,1.9
5,W/T,Jahan Dotson,,9,34,36.1,-2.1,4/13/2022,1.9
5,RB,Isaiah Spiller,,10,39,34.8,4.2,4/13/2022,1.9
5,RB,Rachaad White,,11,42,36.3,5.7,4/13/2022,1.9
5,RB,Trey Sermon,SF,12,47,45.9,1.1,4/13/2022,1.9
6,RB,Najee Harris,PIT,1,3,3,0,4/13/2022,15.4
6,QB,Trey Lance,SF,2,6,4.6,1.4,4/13/2022,15.4
6,W/T,Kyle Pitts,ATL,3,11,9.1,1.9,4/13/2022,15.4
6,W/T,Elijah Moore,NYJ,4,14,12.6,1.4,4/13/2022,15.4
6,QB,Davis Mills,HOU,5,19,22.7,-3.7,4/13/2022,15.4
6,W/T,Kadarius Toney,NYG,6,22,20.5,1.5,4/13/2022,15.4
6,W/T,Treylon Burks,,7,27,22.1,4.9,4/13/2022,15.4
6,W/T,Rondale Moore,AZ,8,30,23.7,6.3,4/13/2022,15.4
6,W/T,Nico Collins,HOU,9,35,36.5,-1.5,4/13/2022,15.4
6,RB,Khalil Herbert,CHI,10,38,37.8,0.2,4/13/2022,15.4
6,RB,Brian Robinson Jr.,,11,43,40.1,2.9,4/13/2022,15.4
6,RB,Trey Sermon,SF,12,46,45.9,0.1,4/13/2022,15.4
7,QB,Trey Lance,SF,1,4,4.6,-0.6,4/13/2022,3.4
7,QB,Trevor Lawrence,JAX,2,5,5.9,-0.9,4/13/2022,3.4
7,W/T,Elijah Moore,NYJ,3,12,12.6,-0.6,4/13/2022,3.4
7,W/T,Devonta Smith,PHI,4,13,13.9,-0.9,4/13/2022,3.4
7,RB,Kenneth Walker,,5,20,21.1,-1.1,4/13/2022,3.4
7,W/T,Kadarius Toney,NYG,6,21,20.5,0.5,4/13/2022,3.4
7,W/T,Rondale Moore,AZ,7,28,23.7,4.3,4/13/2022,3.4
7,W/T,Jameson Williams,,8,29,28.6,0.4,4/13/2022,3.4
7,RB,Isaiah Spiller,,9,36,34.8,1.2,4/13/2022,3.4
7,RB,Khalil Herbert,CHI,10,37,37.8,-0.8,4/13/2022,3.4
7,RB,Trey Sermon,SF,11,44,45.9,-1.9,4/13/2022,3.4
7,W/T,Joshua Palmer,LAC,12,45,41.2,3.8,4/13/2022,3.4
8,QB,Trey Lance,SF,1,4,4.6,-0.6,4/13/2022,1.6
8,QB,Trevor Lawrence,JAX,2,5,5.9,-0.9,4/13/2022,1.6
8,RB,Breece Hall,,3,12,8.2,3.8,4/13/2022,1.6
8,RB,Travis Etienne,JAX,4,13,11.8,1.2,4/13/2022,1.6
8,W/T,Garrett Wilson,,5,20,17.9,2.1,4/13/2022,1.6
8,W/T,Kadarius Toney,NYG,6,21,20.5,0.5,4/13/2022,1.6
8,W/T,Chris Olave,,7,28,26.8,1.2,4/13/2022,1.6
8,W/T,Skyy Moore,,8,29,31,-2,4/13/2022,1.6
8,W/T,Jahan Dotson,,9,36,36.1,-0.1,4/13/2022,1.6
8,W/T,Nico Collins,HOU,10,37,36.5,0.5,4/13/2022,1.6
8,RB,Zamir White,,11,44,45.4,-1.4,4/13/2022,1.6
8,W/T,Dyami Brown,WAS,12,45,47.7,-2.7,4/13/2022,1.6
9,W/T,Jamar Chase,CIN,1,1,1.1,-0.1,4/13/2022,1.3
9,W/T,Jaylen Waddle,MIA,2,8,5.8,2.2,4/13/2022,1.3
9,QB,Mac Jones,NE,3,9,14.3,-5.3,4/13/2022,1.3
9,W/T,Devonta Smith,PHI,4,16,13.9,2.1,4/13/2022,1.3
9,QB,Davis Mills,HOU,5,17,22.7,-5.7,4/13/2022,1.3
9,RB,Michael Carter,NYJ,6,24,20.4,3.6,4/13/2022,1.3
9,RB,Kenneth Walker,,7,25,21.1,3.9,4/13/2022,1.3
9,W/T,George Pickens,,8,32,31.5,0.5,4/13/2022,1.3
9,W/T,Nico Collins,HOU,9,33,36.5,-3.5,4/13/2022,1.3
9,RB,Khalil Herbert,CHI,10,40,37.8,2.2,4/13/2022,1.3
9,RB,Brian Robinson Jr.,,11,41,40.1,0.9,4/13/2022,1.3
9,W/T,John Metchie,,12,48,47.5,0.5,4/13/2022,1.3
10,RB,Najee Harris,PIT,1,3,3,0,4/13/2022,4
10,QB,Trevor Lawrence,JAX,2,6,5.9,0.1,4/13/2022,4
10,QB,Zach Wilson,NYJ,3,11,11.5,-0.5,4/13/2022,4
10,W/T,Devonta Smith,PHI,4,14,13.9,0.1,4/13/2022,4
10,RB,Michael Carter,NYJ,5,19,20.4,-1.4,4/13/2022,4
10,W/T,Kadarius Toney,NYG,6,22,20.5,1.5,4/13/2022,4
10,W/T,Chris Olave,,7,27,26.8,0.2,4/13/2022,4
10,W/T,Rashod Bateman,BAL,8,30,25.2,4.8,4/13/2022,4
10,W/T,Nico Collins,HOU,9,35,36.5,-1.5,4/13/2022,4
10,RB,Isaiah Spiller,,10,38,34.8,3.2,4/13/2022,4
10,W/T,David Bell,,11,43,44,-1,4/13/2022,4
10,W/T,Calvin Austin,,12,46,47.5,-1.5,4/13/2022,4
11,RB,Javonte Williams,DEN,1,3,2.5,0.5,4/13/2022,2
11,QB,Trevor Lawrence,JAX,2,6,5.9,0.1,4/13/2022,2
11,RB,Travis Etienne,JAX,3,11,11.8,-0.8,4/13/2022,2
11,QB,Mac Jones,NE,4,14,14.3,-0.3,4/13/2022,2
11,W/T,Kadarius Toney,NYG,5,19,20.5,-1.5,4/13/2022,2
11,W/T,Rondale Moore,AZ,6,22,23.7,-1.7,4/13/2022,2
11,W/T,Chris Olave,,7,27,26.8,0.2,4/13/2022,2
11,W/T,Skyy Moore,,8,30,31,-1,4/13/2022,2
11,RB,Rhamondre Stevenson,NE,9,35,27.2,7.8,4/13/2022,2
11,W/T,Pat Freiermuth,PIT,10,38,33.1,4.9,4/13/2022,2
11,W/T,Dyami Brown,WAS,11,43,47.7,-4.7,4/13/2022,2
11,W/T,Calvin Austin,,12,46,47.5,-1.5,4/13/2022,2
12,RB,Javonte Williams,DEN,1,2,2.5,-0.5,4/13/2022,0.1
12,QB,Trevor Lawrence,JAX,2,7,6.1,0.9,4/13/2022,0.1
12,QB,Zach Wilson,NYJ,3,10,11.4,-1.4,4/13/2022,0.1
12,RB,Travis Etienne,JAX,4,15,12.1,2.9,4/13/2022,0.1
12,W/T,Drake London,,5,18,18.3,-0.3,4/13/2022,0.1
12,W/T,Kadarius Toney,NYG,6,23,20.5,2.5,4/13/2022,0.1
12,W/T,Chris Olave,,7,26,26.3,-0.3,4/13/2022,0.1
12,W/T,George Pickens,,8,31,31,0,4/13/2022,0.1
12,RB,Rhamondre Stevenson,NE,9,34,27.5,6.5,4/13/2022,0.1
12,W/T,Amari Rodgers,GB,10,39,43.7,-4.7,4/13/2022,0.1
12,W/T,Dyami Brown,WAS,11,42,47.5,-5.5,4/13/2022,0.1
12,W/T,Ihmir Smith-Marsette,MIN,12,47,47,0,4/13/2022,0.1
13,RB,Najee Harris,PIT,1,4,3,1,4/13/2022,19.6
13,RB,Javonte Williams,DEN,2,5,2.5,2.5,4/13/2022,19.6
13,QB,Zach Wilson,NYJ,3,12,11.4,0.6,4/13/2022,19.6
13,W/T,Elijah Moore,NYJ,4,13,12.8,0.2,4/13/2022,19.6
13,W/T,Kadarius Toney,NYG,5,20,20.5,-0.5,4/13/2022,19.6
13,QB,Davis Mills,HOU,6,21,21.5,-0.5,4/13/2022,19.6
13,W/T,Chris Olave,,7,28,26.3,1.7,4/13/2022,19.6
13,W/T,Jameson Williams,,8,29,28.3,0.7,4/13/2022,19.6
13,W/T,Jahan Dotson,,9,36,34.7,1.3,4/13/2022,19.6
13,W/T,Nico Collins,HOU,10,37,35.8,1.2,4/13/2022,19.6
13,W/T,Joshua Palmer,LAC,11,44,40.5,3.5,4/13/2022,19.6
13,RB,Rachaad White,,12,45,37.1,7.9,4/13/2022,19.6
14,RB,Najee Harris,PIT,1,4,3,1,4/13/2022,-3
14,QB,Trevor Lawrence,JAX,2,5,6.1,-1.1,4/13/2022,-3
14,QB,Zach Wilson,NYJ,3,12,11.4,0.6,4/13/2022,-3
14,W/T,Amon-Ra St. Brown,DET,4,13,12.2,0.8,4/13/2022,-3
14,W/T,Treylon Burks,,5,20,21.9,-1.9,4/13/2022,-3
14,W/T,Rondale Moore,AZ,6,21,23.5,-2.5,4/13/2022,-3
14,RB,Rhamondre Stevenson,NE,7,28,27.5,0.5,4/13/2022,-3
14,W/T,Skyy Moore,,8,29,30.4,-1.4,4/13/2022,-3
14,W/T,Nico Collins,HOU,9,36,35.8,0.2,4/13/2022,-3
14,RB,Rachaad White,,10,37,37.1,-0.1,4/13/2022,-3
14,W/T,Amari Rodgers,GB,11,44,43.7,0.3,4/13/2022,-3
14,W/T,David Bell,,12,45,44.4,0.6,4/13/2022,-3
15,RB,Javonte Williams,DEN,1,2,2.5,-0.5,4/13/2022,12.7
15,W/T,Jaylen Waddle,MIA,2,7,5.6,1.4,4/13/2022,12.7
15,QB,Zach Wilson,NYJ,3,10,11.4,-1.4,4/13/2022,12.7
15,RB,Travis Etienne,JAX,4,15,12.1,2.9,4/13/2022,12.7
15,W/T,Garrett Wilson,,5,18,17.5,0.5,4/13/2022,12.7
15,QB,Davis Mills,HOU,6,23,21.5,1.5,4/13/2022,12.7
15,W/T,Rondale Moore,AZ,7,26,23.5,2.5,4/13/2022,12.7
15,W/T,Skyy Moore,,8,31,30.4,0.6,4/13/2022,12.7
15,W/T,Nico Collins,HOU,9,34,35.8,-1.8,4/13/2022,12.7
15,RB,Khalil Herbert,CHI,10,39,38.6,0.4,4/13/2022,12.7
15,W/T,Christian Watson,,11,42,38.7,3.3,4/13/2022,12.7
15,W/T,Amari Rodgers,GB,12,47,43.7,3.3,4/13/2022,12.7
16,QB,Trey Lance,SF,1,4,4.5,-0.5,4/14/2022,-5.9
16,QB,Trevor Lawrence,JAX,2,5,6.1,-1.1,4/14/2022,-5.9
16,RB,Travis Etienne,JAX,3,12,12.1,-0.1,4/14/2022,-5.9
16,W/T,Devonta Smith,PHI,4,13,14.2,-1.2,4/14/2022,-5.9
16,W/T,Drake London,,5,20,18.3,1.7,4/14/2022,-5.9
16,W/T,Kadarius Toney,NYG,6,21,20.5,0.5,4/14/2022,-5.9
16,W/T,Rondale Moore,AZ,7,28,23.5,4.5,4/14/2022,-5.9
16,RB,Rhamondre Stevenson,NE,8,29,27.5,1.5,4/14/2022,-5.9
16,RB,Khalil Herbert,CHI,9,36,38.6,-2.6,4/14/2022,-5.9
16,W/T,Joshua Palmer,LAC,10,37,40.5,-3.5,4/14/2022,-5.9
16,W/T,Jalen Tolbert,,11,44,46.6,-2.6,4/14/2022,-5.9
16,W/T,Alec Pierce,,12,45,47.5,-2.5,4/14/2022,-5.9
17,W/T,Jamar Chase,CIN,1,1,1.1,-0.1,4/14/2022,23.5
17,QB,Justin Fields,CHI,2,8,7.3,0.7,4/14/2022,23.5
17,QB,Zach Wilson,NYJ,3,9,11.4,-2.4,4/14/2022,23.5
17,RB,Travis Etienne,JAX,4,16,12.1,3.9,4/14/2022,23.5
17,W/T,Devonta Smith,PHI,5,17,14.2,2.8,4/14/2022,23.5
17,RB,Kenneth Walker,,6,24,21.9,2.1,4/14/2022,23.5
17,W/T,Treylon Burks,,7,25,21.9,3.1,4/14/2022,23.5
17,W/T,George Pickens,,8,32,31,1,4/14/2022,23.5
17,W/T,Jahan Dotson,,9,33,34.7,-1.7,4/14/2022,23.5
17,W/T,Nico Collins,HOU,10,40,35.8,4.2,4/14/2022,23.5
17,W/T,Joshua Palmer,LAC,11,41,40.5,0.5,4/14/2022,23.5
17,RB,Khalil Herbert,CHI,12,48,38.6,9.4,4/14/2022,23.5
18,W/T,Jamar Chase,CIN,1,1,1.1,-0.1,4/14/2022,14.6
18,QB,Trey Lance,SF,2,8,4.5,3.5,4/14/2022,14.6
18,QB,Justin Fields,CHI,3,9,7.3,1.7,4/14/2022,14.6
18,W/T,Amon-Ra St. Brown,DET,4,16,12.2,3.8,4/14/2022,14.6
18,RB,Elijah Mitchell,SF,5,17,17,0,4/14/2022,14.6
18,W/T,Kadarius Toney,NYG,6,24,20.5,3.5,4/14/2022,14.6
18,W/T,Rondale Moore,AZ,7,25,23.5,1.5,4/14/2022,14.6
18,W/T,George Pickens,,8,32,31,1,4/14/2022,14.6
18,W/T,Jahan Dotson,,9,33,34.7,-1.7,4/14/2022,14.6
18,RB,Khalil Herbert,CHI,10,40,38.6,1.4,4/14/2022,14.6
18,RB,Kenneth Gainwell,PHI,11,41,43.3,-2.3,4/14/2022,14.6
18,RB,Zamir White,,12,48,45.7,2.3,4/14/2022,14.6
19,RB,Najee Harris,PIT,1,3,3,0,4/14/2022,11.1
19,QB,Trey Lance,SF,2,6,4.5,1.5,4/14/2022,11.1
19,QB,Justin Fields,CHI,3,11,7.3,3.7,4/14/2022,11.1
19,W/T,Devonta Smith,PHI,4,14,14.2,-0.2,4/14/2022,11.1
19,RB,Elijah Mitchell,SF,5,19,17,2,4/14/2022,11.1
19,W/T,Drake London,,6,22,18.3,3.7,4/14/2022,11.1
19,W/T,Rondale Moore,AZ,7,27,23.5,3.5,4/14/2022,11.1
19,W/T,Jameson Williams,,8,30,28.3,1.7,4/14/2022,11.1
19,W/T,Jahan Dotson,,9,35,34.7,0.3,4/14/2022,11.1
19,RB,Khalil Herbert,CHI,10,38,38.6,-0.6,4/14/2022,11.1
19,W/T,Dyami Brown,WAS,11,43,47.5,-4.5,4/14/2022,11.1
19,W/T,Dazz Newsome,CHI,12,46,46,0,4/14/2022,11.1
20,W/T,Jamar Chase,CIN,1,1,1.1,-0.1,4/14/2022,3.7
20,QB,Trevor Lawrence,JAX,2,8,6.1,1.9,4/14/2022,3.7
20,QB,Zach Wilson,NYJ,3,9,11.4,-2.4,4/14/2022,3.7
20,W/T,Devonta Smith,PHI,4,16,14.2,1.8,4/14/2022,3.7
20,W/T,Garrett Wilson,,5,17,17.5,-0.5,4/14/2022,3.7
20,RB,Michael Carter,NYJ,6,24,20.6,3.4,4/14/2022,3.7
20,W/T,Rondale Moore,AZ,7,25,23.5,1.5,4/14/2022,3.7
20,W/T,George Pickens,,8,32,31,1,4/14/2022,3.7
20,W/T,Nico Collins,HOU,9,33,35.8,-2.8,4/14/2022,3.7
20,RB,Brian Robinson Jr.,,10,40,40.7,-0.7,4/14/2022,3.7
20,RB,Kenneth Gainwell,PHI,11,41,43.3,-2.3,4/14/2022,3.7
20,RB,Trey Sermon,SF,12,48,45.1,2.9,4/14/2022,3.7
21,W/T,Jamar Chase,CIN,1,1,1.1,-0.1,4/14/2022,10.5
21,QB,Justin Fields,CHI,2,8,7.3,0.7,4/14/2022,10.5
21,QB,Zach Wilson,NYJ,3,9,11.4,-2.4,4/14/2022,10.5
21,RB,Travis Etienne,JAX,4,16,12.1,3.9,4/14/2022,10.5
21,RB,Elijah Mitchell,SF,5,17,17,0,4/14/2022,10.5
21,W/T,Treylon Burks,,6,24,21.9,2.1,4/14/2022,10.5
21,W/T,Rondale Moore,AZ,7,25,23.5,1.5,4/14/2022,10.5
21,W/T,Rashod Bateman,BAL,8,32,25.3,6.7,4/14/2022,10.5
21,W/T,Jahan Dotson,,9,33,34.7,-1.7,4/14/2022,10.5
21,RB,Brian Robinson Jr.,,10,40,40.7,-0.7,4/14/2022,10.5
21,W/T,Joshua Palmer,LAC,11,41,40.5,0.5,4/14/2022,10.5
21,W/T,Dazz Newsome,CHI,12,48,48,0,4/14/2022,10.5
22,W/T,Jamar Chase,CIN,1,1,1.1,-0.1,4/14/2022,5.9
22,QB,Trevor Lawrence,JAX,2,8,6.1,1.9,4/14/2022,5.9
22,QB,Justin Fields,CHI,3,9,7.3,1.7,4/14/2022,5.9
22,W/T,Devonta Smith,PHI,4,16,14.2,1.8,4/14/2022,5.9
22,W/T,Garrett Wilson,,5,18,17.5,0.5,4/14/2022,5.9
22,W/T,Kadarius Toney,NYG,6,24,20.5,3.5,4/14/2022,5.9
22,W/T,Rondale Moore,AZ,7,25,23.5,1.5,4/14/2022,5.9
22,W/T,George Pickens,,8,32,31,1,4/14/2022,5.9
22,RB,Khalil Herbert,CHI,9,33,38.6,-5.6,4/14/2022,5.9
22,RB,Brian Robinson Jr.,,10,40,40.7,-0.7,4/14/2022,5.9
22,RB,Kenneth Gainwell,PHI,11,41,43.3,-2.3,4/14/2022,5.9
22,RB,Trey Sermon,SF,12,48,45.3,2.7,4/14/2022,5.9
23,W/T,Jamar Chase,CIN,1,1,1.1,-0.1,4/14/2022,-9.8
23,RB,Breece Hall,,2,8,8.5,-0.5,4/14/2022,-9.8
23,QB,Zach Wilson,NYJ,3,9,11.4,-2.4,4/14/2022,-9.8
23,W/T,Garrett Wilson,,4,16,17.5,-1.5,4/14/2022,-9.8
23,W/T,Drake London,,5,17,18.3,-1.3,4/14/2022,-9.8
23,W/T,Treylon Burks,,6,24,21.9,2.1,4/14/2022,-9.8
23,W/T,Rashod Bateman,BAL,7,25,25.3,-0.3,4/14/2022,-9.8
23,W/T,George Pickens,,8,32,31,1,4/14/2022,-9.8
23,W/T,Jahan Dotson,,9,33,34.7,-1.7,4/14/2022,-9.8
23,RB,Kenneth Gainwell,PHI,10,40,43.3,-3.3,4/14/2022,-9.8
23,RB,Trey Sermon,SF,11,41,45.1,-4.1,4/14/2022,-9.8
23,QB,Matt Corral,,12,48,45.7,2.3,4/14/2022,-9.8
24,RB,Javonte Williams,DEN,1,3,2.5,0.5,4/14/2022,12.8
24,QB,Trevor Lawrence,JAX,2,6,6.1,-0.1,4/14/2022,12.8
24,QB,Mac Jones,NE,3,11,14,-3,4/14/2022,12.8
24,RB,Travis Etienne,JAX,4,14,12.1,1.9,4/14/2022,12.8
24,W/T,Kadarius Toney,NYG,5,19,20.5,-1.5,4/14/2022,12.8
24,W/T,Treylon Burks,,6,22,21.9,0.1,4/14/2022,12.8
24,W/T,Rondale Moore,AZ,7,27,23.5,3.5,4/14/2022,12.8
24,W/T,Skyy Moore,,8,30,30.4,-0.4,4/14/2022,12.8
24,W/T,Nico Collins,HOU,9,35,35.8,-0.8,4/14/2022,12.8
24,W/T,Joshua Palmer,LAC,10,38,40.5,-2.5,4/14/2022,12.8
24,RB,Brian Robinson Jr.,,11,43,40.7,2.3,4/14/2022,12.8
24,W/T,Pat Freiermuth,PIT,12,46,33.2,12.8,4/14/2022,12.8
25,RB,Najee Harris,PIT,1,3,3,0,4/14/2022,15.8
25,QB,Justin Fields,CHI,2,6,7.3,-1.3,4/14/2022,15.8
25,W/T,Jaylen Waddle,MIA,3,11,5.6,5.4,4/14/2022,15.8
25,QB,Mac Jones,NE,4,14,14,0,4/14/2022,15.8
25,W/T,Garrett Wilson,,5,19,17.5,1.5,4/14/2022,15.8
25,W/T,Drake London,,6,22,18.3,3.7,4/14/2022,15.8
25,W/T,Chris Olave,,7,27,26.3,0.7,4/14/2022,15.8
25,W/T,Skyy Moore,,8,30,30.4,-0.4,4/14/2022,15.8
25,W/T,George Pickens,,9,35,31,4,4/14/2022,15.8
25,RB,Khalil Herbert,CHI,10,38,38.6,-0.6,4/14/2022,15.8
25,W/T,Joshua Palmer,LAC,11,43,40.5,2.5,4/14/2022,15.8
25,RB,Zamir White,,12,46,45.7,0.3,4/14/2022,15.8
26,RB,Javonte Williams,DEN,1,2,2.5,-0.5,4/14/2022,11.5
26,W/T,Jaylen Waddle,MIA,2,7,5.6,1.4,4/14/2022,11.5
26,RB,Breece Hall,,3,10,8.5,1.5,4/14/2022,11.5
26,W/T,Elijah Moore,NYJ,4,15,12.8,2.2,4/14/2022,11.5
26,W/T,Garrett Wilson,,5,18,17.5,0.5,4/14/2022,11.5
26,RB,Kenneth Walker,,6,23,21.9,1.1,4/14/2022,11.5
26,W/T,Rashod Bateman,BAL,7,26,25.3,0.7,4/14/2022,11.5
26,W/T,Jahan Dotson,,8,31,34.7,-3.7,4/14/2022,11.5
26,QB,Malik Willis,,9,34,25.1,8.9,4/14/2022,11.5
26,QB,Kenny Pickett,,10,39,37.2,1.8,4/14/2022,11.5
26,QB,Matt Corral,,11,42,45.7,-3.7,4/14/2022,11.5
26,RB,Zamir White,,12,47,45.7,1.3,4/14/2022,11.5
27,W/T,Jamar Chase,CIN,1,1,1.1,-0.1,4/14/2022,-8.9
27,QB,Trevor Lawrence,JAX,2,8,6.1,1.9,4/14/2022,-8.9
27,QB,Zach Wilson,NYJ,3,9,11.4,-2.4,4/14/2022,-8.9
27,RB,Elijah Mitchell,SF,4,16,17,-1,4/14/2022,-8.9
27,W/T,Garrett Wilson,,5,17,17.5,-0.5,4/14/2022,-8.9
27,RB,Kenneth Walker,,6,24,21.9,2.1,4/14/2022,-8.9
27,W/T,Rondale Moore,AZ,7,25,23.5,1.5,4/14/2022,-8.9
27,W/T,Jahan Dotson,,8,32,34.7,-2.7,4/14/2022,-8.9
27,W/T,Nico Collins,HOU,9,33,35.8,-2.8,4/14/2022,-8.9
27,RB,Zamir White,,10,40,45.7,-5.7,4/14/2022,-8.9
27,W/T,Joshua Palmer,LAC,11,41,40.5,0.5,4/14/2022,-8.9
27,W/T,Calvin Austin,,12,48,47.7,0.3,4/14/2022,-8.9
28,RB,Najee Harris,PIT,1,4,3,1,4/14/2022,-13.4
28,QB,Trevor Lawrence,JAX,2,5,6.1,-1.1,4/14/2022,-13.4
28,W/T,Elijah Moore,NYJ,3,12,12.8,-0.8,4/14/2022,-13.4
28,QB,Mac Jones,NE,4,13,14,-1,4/14/2022,-13.4
28,W/T,Kadarius Toney,NYG,5,20,20.5,-0.5,4/14/2022,-13.4
28,W/T,Rondale Moore,AZ,6,21,23.5,-2.5,4/14/2022,-13.4
28,RB,Rhamondre Stevenson,NE,7,28,27.5,0.5,4/14/2022,-13.4
28,W/T,Skyy Moore,,8,29,30.4,-1.4,4/14/2022,-13.4
28,W/T,Nico Collins,HOU,9,36,35.8,0.2,4/14/2022,-13.4
28,W/T,Christian Watson,,10,37,38.7,-1.7,4/14/2022,-13.4
28,RB,James Cook,,11,44,47.6,-3.6,4/14/2022,-13.4
28,W/T,Dyami Brown,WAS,12,45,47.5,-2.5,4/14/2022,-13.4
29,W/T,Jamar Chase,CIN,1,1,1.1,-0.1,4/14/2022,3.9
29,QB,Justin Fields,CHI,2,8,7.3,0.7,4/14/2022,3.9
29,W/T,Jaylen Waddle,MIA,3,9,5.6,3.4,4/14/2022,3.9
29,RB,Elijah Mitchell,SF,4,16,17,-1,4/14/2022,3.9
29,QB,Davis Mills,HOU,5,17,21.5,-4.5,4/14/2022,3.9
29,W/T,Treylon Burks,,6,24,21.9,2.1,4/14/2022,3.9
29,W/T,Rondale Moore,AZ,7,23.5,25,-1.5,4/14/2022,3.9
29,W/T,Skyy Moore,,8,32,30.4,1.6,4/14/2022,3.9
29,W/T,Nico Collins,HOU,9,33,35.8,-2.8,4/14/2022,3.9
29,W/T,Jahan Dotson,,10,40,34.7,5.3,4/14/2022,3.9
29,RB,Brian Robinson Jr.,,11,41,40.7,0.3,4/14/2022,3.9
29,RB,James Cook,,12,48,47.6,0.4,4/14/2022,3.9
30,RB,Najee Harris,PIT,1,3,3,0,4/14/2022,6.4
30,QB,Trey Lance,SF,2,6,4.5,1.5,4/14/2022,6.4
